ut_ft_s_25ov_nonind_p, ut_ft_s_25ov_nonind_m, ut_ft_pt_stu_st_ns_totf, oei_indst_nsp, tfei_pt_st_25ov_id_s_n_s_p, ut_ft_s_25ov_nonind_f, tfei_ft_st_25over_id_m, tfei_ft_pt_s_s_nt_st_id_f, tfei_ft_st_25over_id_p, tfei_ft_pt_s_s_nt_st_id_p, tfei_ft_st_25over_id_f, tfei_ft_pt_s_s_nt_st_id_m, oei_indst_nsm, oei_indst_nsf, tfei_pt_st_15_24_id_p, tfei_pt_st_15_24_id_m, ut_ft_pt_stu_st_ns_nonind_p, tfei_pt_st_15_24_id_f, ut_tot_indig_f, ut_ft_pt_stu_st_ns_nonind_m, ut_tot_nonind_p, ut_pt_s_15_24_totp, tfei_tot_indig_f, ut_ft_pt_stud_st_ns_ind_m, ut_ft_pt_stu_st_ns_nonind_f, ut_ft_pt_stud_st_ns_ind_p, tfei_tot_indig_p, tfei_tot_indig_m, ut_ft_pt_stud_st_ns_ind_f, ut_tot_nonind_m, tfei_ft_st_25ov_non_id_f, t_ei_ns_nonind_f, ut_tot_nonind_f, tfei_ft_st_25ov_non_id_m, t_ei_ns_nonind_p, ut_pt_s_25over_in_f, t_ei_ns_nonind_m, tfei_ft_st_25ov_non_id_p, ut_pt_s_25over_in_p, ut_pt_s_25over_in_m, ut_tot_indig_m, ut_tot_indig_p, t_ei_ns_ind_p, tfei_ft_st_15_24_in_m, t_ei_ns_ind_m, infprim_indig_st_nsp, infprim_indig_st_nsm, ut_ft_s_25ov_totf, oei_totm, oei_totp, tfei_ft_st_25ov_i_s_n_st_m, ut_ft_s_15_24_nonind_f, ut_ft_s_25ov_totp, ut_ft_s_25ov_totm, tfei_ft_st_25ov_i_s_n_st_p, ut_ft_s_15_24_nonind_m, tfei_tot_indst_nsp, infprim_nonind_f, tfei_tot_indst_nsm, infprim_nonind_m, infprim_nonind_p, tfei_tot_indst_nsf, oei_nonind_p, oei_nonind_m, ut_ft_pt_st_st_ns_in_st_nsp, ut_ft_pt_st_st_ns_in_st_nsm, tfei_pt_st_25ov_i_s_n_s_m, oei_nonind_f, tfei_ft_pt_s_s_n_s_no_id_p, tfei_ft_st_25ov_i_s_n_st_f, ut_ft_s_15_24_nonind_p, infprim_indig_st_nsf, sec_indig_p, oei_totf, ut_ft_pt_st_st_ns_in_st_nsf, sa4_name16, tfei_pt_st_25ov_non_id_p, tfei_pt_st_25ov_non_id_m, ut_pt_s_25over_totf, tfei_pt_st_25ov_i_s_n_s_f, ut_pt_s_25over_totm, ut_pt_s_25over_totp, tfei_ft_st_15_24_no_id_p, tfei_ft_st_15_24_i_s_n_s_p, tfei_tot_nonind_p, tfei_ft_st_15_24_i_s_n_s_m, ut_ft_pt_stu_st_ns_totp, tfei_tot_nonind_f, tfei_ft_st_15_24_i_s_n_s_f, tfei_tot_nonind_m, tfei_ft_st_15_24_no_id_f, tfei_ft_st_15_24_no_id_m, ut_ft_pt_stu_st_ns_totm, tfei_pt_st_15_24_non_id_m, tfei_f_p_s_s_n_s_i_s_n_s_m, tfei_pt_st_25ov_totm, tfei_f_p_s_s_n_s_i_s_n_s_p, infprim_totm, tfei_tot_totf, infprim_totp, tfei_f_p_s_s_n_s_i_s_n_s_f, tfei_pt_st_25ov_totf, t_ei_ns_indst_nsm, tfei_pt_st_25ov_non_id_f, t_ei_ns_indst_nsf, infprim_totf, presch_indig_f, ut_pt_s_15_24_nonind_f, ut_ft_s_25ov_indst_nsm, ut_tot_indigstat_nsf, ut_pt_s_15_24_nonind_p, ut_ft_s_25ov_indst_nsp, sec_indig_m, ut_ft_s_25_over_ind_f, ut_tot_indigstat_nsp, ut_tot_indigstat_nsm, ut_ft_s_25ov_indst_nsf, tfei_pt_st_15_24_no_id_f, tfei_pt_st_15_24_no_id_p, tfei_tot_totm, sec_indig_f, tfei_tot_totp, tfei_ft_st_15_24_totm, tfei_ft_st_15_24_totp, sec_nonind_p, tfei_ft_pt_s_s_nt_st_to_f, tfei_ft_st_15_24_totf, tfei_ft_pt_s_s_nt_st_to_p, ut_ft_s_25_over_ind_p, tfei_ft_pt_s_s_nt_st_to_m, ut_ft_s_25_over_ind_m, ut_pt_s_15_24_ind_p, ut_pt_s_15_24_ind_m, tfei_pt_st_15_24_totm, tfei_ft_st_15_24_id_f, sec_nonind_f, ut_ft_s_15_24_in_st_nsm, tfei_pt_st_15_24_totp, ut_ft_s_15_24_in_st_nsp, sec_nonind_m, tfei_pt_st_15_24_i_s_n_s_f, presch_indig_p, tfei_pt_st_15_24_totf, presch_indig_m, ut_ft_s_15_24_in_st_nsf, ut_pt_s_15_24_ind_f, tfei_pt_st_25ov_totp, tfei_ft_pt_s_s_n_st_n_i_f, tfei_ft_pt_s_s_nt_s_n_i_m, ut_pt_s_25over_non_in_f, sec_totf, oei_ind_f, ut_tot_totp, ut_pt_s_15_24_in_st_nsf, tfei_pt_st_15_24_i_s_n_s_m, ut_tot_totm, tfei_pt_st_15_24_i_s_n_s_p, ut_pt_s_15_24_in_st_nsp, ut_tot_totf, t_ei_ns_ind_f, ut_pt_s_15_24_in_st_nsm, tfei_ft_st_15_24_id_p, oei_ind_m, oei_ind_p, ut_pt_s_15_24_totm, ut_pt_s_25over_non_in_p, sec_totm, sec_totp, ut_pt_s_15_24_totf, ut_pt_s_25over_non_in_m, tfei_ft_st_25ov_totf, presch_nonind_m, presch_nonind_p, ut_ft_s_15_24_ind_p, ut_pt_s_25ov_in_s_nsp, ut_pt_s_25ov_in_s_nsm, tfei_pt_st_25ov_id_p, presch_nonind_f, tfei_pt_st_25ov_id_m, sec_indig_st_nsp, ut_ft_s_15_24_ind_f, sec_indig_st_nsm, tfei_pt_st_25ov_id_f, ut_ft_s_15_24_ind_m, tfei_ft_st_25ov_totp, sec_indig_st_nsf, presch_totp, tfei_ft_st_25ov_totm, ut_pt_s_25ov_in_s_nsf, presch_totm, presch_indig_st_nsm, presch_totf, infprim_indig_m, ut_pt_s_15_24_no_ind_m, presch_indig_st_nsp, infprim_indig_p, ut_ft_s_15_24_totf, sa4_code16, ut_ft_s_15_24_totm, ut_ft_s_15_24_totp, infprim_indig_f, presch_indig_st_nsf
1022,365,21,3,6,663,5,0,19,0,10,0,0,3,23,10,28,13,131,8,7920,627,70,0,19,0,113,41,0,3171,303,1724,4749,132,3195,38,1473,441,51,16,65,190,146,11,70,146,70,694,546,1470,0,2326,1060,366,0,1840,12,9368,3,9734,19103,11,1405,518,0,0,3,888,21,0,4164,82,554,922,0,"Brisbane - East",1348,466,1415,3,738,2160,705,3,3315,3,27,1878,0,1438,367,338,8,482,0,481,0,10194,1957,20015,0,909,4057,881,3948,9821,43,364,0,22,605,3,268,34,34,16,0,317,800,1488,283,3443,351,740,14782,8,390,21,41,13,3,13,4,499,21,7097,6,830,20,7680,5,92,332,49,13,6,1388,8,13,1379,7437,38,8150,3,0,3251,7,9,4896,70,3,29,22,56,249,2101,7997,15438,373,727,319,1430,2659,87,9,3,39,1228,17,104,50,48,20,38,458,57,2769,144,4,1480,10,1285,396,238,14,766,2399,"301",1878,4274,373,9
2023,850,19,14,6,1173,7,0,13,0,11,0,7,6,16,6,36,6,126,18,10861,700,52,0,21,0,89,37,0,4538,424,1987,6322,268,3583,27,1595,687,46,23,89,207,168,8,72,110,66,1202,592,1576,0,2964,2073,872,0,2257,20,7462,5,7804,15269,16,1534,563,0,0,0,968,13,0,5221,46,443,989,0,"Brisbane - North",1396,518,1810,3,1148,2962,653,4,3396,0,33,1908,4,1487,332,326,18,372,0,526,0,8157,1972,15980,0,899,3792,877,3839,7823,44,394,6,28,679,3,227,27,42,20,0,275,640,1531,216,3505,331,686,11248,4,351,18,47,15,14,13,3,383,18,5483,8,667,24,5770,3,78,283,29,14,10,1426,7,12,1780,5742,13,11116,7,4,4643,4,11,6467,101,3,27,20,30,291,2904,6042,11780,408,1128,431,1279,2417,108,10,3,27,1145,9,91,56,44,20,49,706,41,2521,273,7,1324,15,1195,286,286,20,597,3036,"302",2313,5352,310,7
6727,3443,54,19,10,3279,8,0,20,0,11,0,4,14,24,16,97,11,178,38,30041,1504,65,0,55,0,103,42,0,14241,1205,2380,15798,808,4600,43,2217,2022,67,24,136,323,139,9,70,137,72,3325,1535,3528,3,8944,6816,3490,5,8137,25,12326,13,12912,25238,13,3454,1507,7,3,4,1951,54,3,17086,71,401,1991,3,"Brisbane - South",2143,827,2778,6,1970,4746,1656,10,6758,5,101,3704,0,3049,793,868,43,527,0,842,3,13237,3783,25921,0,1343,7075,1315,6838,12685,31,791,12,51,1479,19,212,39,94,42,4,355,880,3099,186,6881,874,1691,19252,31,813,55,71,24,30,19,12,545,20,9492,17,905,56,9761,0,70,366,35,34,10,2182,30,18,2727,9739,28,30456,4,0,14426,0,7,16030,70,0,29,25,50,702,4666,10069,19809,810,1935,1228,2090,4132,154,12,11,27,2044,8,157,85,93,21,73,2049,66,4236,817,3,2139,17,2097,253,686,29,545,9067,"303",8232,17295,286,13
3492,1696,36,10,3,1790,0,0,4,0,3,0,4,7,17,11,53,9,78,21,20303,926,22,0,36,0,42,20,0,9360,281,1201,10939,158,2097,13,892,433,20,11,77,151,53,4,20,99,49,1816,450,1148,0,6934,3527,1718,0,6024,9,7489,12,8183,15669,0,1131,440,0,0,3,686,7,0,12959,48,200,696,0,"Brisbane - West",954,371,1692,0,1227,2916,464,3,2260,4,55,1288,0,974,249,216,22,225,0,381,0,8346,1307,15990,0,585,2864,575,2763,7643,10,505,5,41,909,19,95,11,74,34,10,175,399,1002,104,2310,220,483,12178,4,261,7,24,6,12,15,9,240,8,5836,17,421,44,6341,0,22,184,13,26,0,964,4,6,1671,5981,9,20531,4,0,9466,0,5,11060,34,0,10,3,16,414,2891,6481,12456,512,1214,285,1304,2480,95,4,3,7,1178,3,78,48,43,4,45,442,37,2525,154,8,1324,8,1196,111,404,20,220,7011,"304",6090,13097,105,4
6400,3178,30,12,0,3224,5,0,17,0,9,0,6,6,9,5,60,3,185,27,28450,1634,36,0,27,0,80,42,0,12994,867,1320,15453,578,2534,36,1220,1447,58,24,118,304,81,14,42,83,43,3267,1492,3613,3,8307,6478,3213,7,6739,23,7193,5,7291,14480,13,3561,1467,4,0,0,2088,18,6,15048,39,182,2117,3,"Brisbane Inner City",1600,711,3048,0,2378,5422,932,7,4603,4,59,2491,4,2114,454,479,25,330,0,735,0,7412,2543,14727,0,901,9176,886,8434,7313,16,890,10,49,1599,18,89,38,94,43,7,276,608,2161,91,4710,499,975,11570,10,479,19,62,14,28,25,7,329,14,5663,19,618,44,5909,0,32,287,13,25,22,1629,6,14,3001,5798,21,28842,6,0,13152,0,9,15689,33,3,26,19,43,711,5349,6041,11840,921,2349,877,1299,2492,159,14,6,25,1197,24,81,87,39,7,64,1469,40,2542,587,5,1327,12,1213,77,701,20,160,8426,"305",6824,15247,83,4
1375,459,25,12,12,914,15,0,89,0,75,0,5,8,48,21,31,34,280,11,5969,451,218,0,19,0,325,103,0,2058,469,2145,3912,231,4196,102,2056,697,132,30,100,384,1576,27,734,283,132,997,612,1733,3,1200,1503,499,5,774,32,7927,8,8574,16494,19,1496,520,0,0,7,981,41,4,1974,147,2473,1121,0,"Cairns",1420,464,1616,7,703,2324,332,3,3124,0,34,1961,0,1167,175,159,9,292,0,509,0,10653,2198,20539,0,1032,9606,954,9249,9887,192,268,0,28,419,9,1246,81,43,11,7,343,632,1278,1227,3481,184,411,12533,25,226,44,114,20,37,30,7,313,43,6115,3,688,10,6412,3,381,379,191,6,24,1540,17,24,1506,7453,137,6394,0,3,2175,8,5,4221,838,3,70,91,227,153,2179,7754,15208,297,665,546,1061,2039,101,9,4,107,979,44,203,77,93,66,28,795,107,2458,251,7,1270,19,1187,1947,146,31,3764,1283,"306",802,2083,1814,15
253,69,12,6,3,187,8,0,18,0,14,0,3,3,30,9,14,18,66,0,1747,212,82,0,11,0,113,29,0,528,131,1521,1224,35,2895,20,1372,166,29,5,28,92,322,3,169,169,96,199,213,667,0,292,280,82,0,177,8,4843,3,5151,9997,9,609,195,0,0,0,412,13,0,469,72,718,455,0,"Darling Downs - Maranoa",719,223,614,3,232,844,169,3,1482,0,15,938,0,545,101,71,0,211,0,237,0,5889,1024,11387,0,543,4821,494,4314,5497,70,150,4,8,204,4,372,19,15,4,0,204,416,586,347,1606,80,187,7141,6,108,16,24,8,4,3,0,220,14,3424,0,447,7,3721,0,139,226,67,7,4,774,6,7,586,3809,33,1853,3,0,558,0,3,1295,155,0,18,20,52,57,807,4151,7959,152,219,142,617,1202,29,3,3,53,583,14,101,18,62,42,12,183,41,1358,40,0,693,8,667,646,58,16,1224,318,"307",191,509,581,4
848,285,19,9,5,563,3,0,29,0,26,0,3,5,62,25,18,39,161,8,5308,730,121,0,15,3,177,65,0,1801,174,2040,3514,86,4377,52,2336,256,73,22,67,230,801,9,503,282,153,605,499,1478,0,975,902,299,0,580,20,8826,6,9445,18274,10,1349,451,0,0,0,894,20,0,1554,132,1439,975,0,"Central Queensland",1478,435,1561,8,711,2278,269,0,2913,0,20,1807,0,1104,141,134,6,439,0,458,0,10601,1935,20546,0,1091,8440,1034,6895,9944,121,458,0,17,692,3,691,41,28,13,3,444,887,1175,751,3111,143,300,13257,10,153,25,53,14,10,27,5,468,17,6401,5,960,13,6857,4,227,486,103,5,23,1549,15,8,1505,7251,75,5574,3,0,1880,7,9,3696,298,3,25,44,123,249,2198,7633,14884,483,693,198,1112,2210,71,6,0,66,1097,20,184,44,88,46,28,282,100,2458,87,6,1230,12,1230,999,234,21,1990,1023,"308",617,1641,989,3
5244,2292,63,31,23,2956,15,3,46,3,35,0,9,20,55,27,113,30,303,51,25384,1628,142,0,64,0,251,111,0,10599,1444,5206,14786,725,9688,58,4481,2167,82,27,164,468,286,30,139,379,191,3038,1830,5022,3,7482,5377,2341,10,5926,70,21094,28,22073,43171,41,4894,1787,3,3,10,3106,76,8,13404,190,989,3192,3,"Gold Coast",3968,1456,3399,13,1742,5137,1789,19,10040,8,118,5845,12,4193,997,792,56,1180,0,1497,4,22993,6029,44988,0,2575,17626,2517,17819,21999,122,964,6,69,1579,24,501,69,113,40,10,860,2032,4329,486,10358,833,1871,33333,46,1040,86,116,41,44,37,11,1216,34,16315,27,2110,53,17017,6,222,888,101,31,26,4073,39,37,3327,16956,66,25964,9,12,10804,12,9,15159,146,0,66,31,98,632,5039,17666,34620,998,1710,1484,3833,7404,233,19,3,78,3567,38,302,147,152,40,85,2225,152,7690,742,17,3965,21,3729,728,619,64,1439,7664,"309",6034,13701,713,41
2111,803,24,27,14,1309,11,6,46,6,38,0,14,14,57,22,37,39,202,17,11064,844,173,0,21,0,255,81,0,4446,900,3648,6618,401,9284,48,5640,1297,70,22,83,291,1154,25,833,377,197,1371,1007,2775,3,2870,2186,822,10,2225,53,13825,24,14427,28251,21,2611,947,5,3,7,1666,41,5,5095,182,1530,1767,0,"Ipswich",2301,758,1978,9,1117,3094,1189,19,5945,14,43,3741,9,2213,677,516,15,520,0,786,3,15737,3935,30778,3,1605,8906,1548,8960,15041,111,502,3,35,813,3,800,59,56,22,0,590,1113,2323,736,6253,550,1274,20516,32,719,48,73,13,20,29,5,548,42,10013,13,1181,32,10503,4,246,637,142,21,19,2396,28,13,1918,10842,90,11410,3,0,4552,4,3,6852,322,0,65,50,139,323,3016,11411,22253,520,1090,941,2082,3993,118,16,3,77,1910,24,205,76,107,53,40,1360,94,4288,419,11,2256,34,2034,1117,311,48,2150,2959,"310",2275,5237,1036,16
1692,666,18,21,7,1029,9,0,48,0,31,0,8,14,57,28,32,31,175,10,8839,675,146,0,19,0,223,85,0,3507,898,3156,5332,421,6151,53,2996,1318,63,10,66,240,426,25,236,294,144,1073,879,2694,0,2478,1757,683,14,1822,39,13891,20,14619,28512,22,2558,837,4,0,3,1719,59,6,4297,156,1201,1812,0,"Logan - Beaudesert",2100,739,1477,5,759,2239,1273,6,5934,3,31,3565,4,2372,725,545,14,641,3,766,4,15615,3729,30583,3,1408,8215,1365,8256,14963,144,396,4,33,656,9,609,42,44,20,3,549,1188,2478,592,6200,575,1344,20900,33,771,63,57,30,12,12,4,675,41,10317,6,1252,22,10579,0,296,576,149,16,11,2169,30,26,1418,11014,68,9133,4,3,3589,4,4,5537,191,0,68,42,111,264,2172,11303,22319,407,751,941,2019,3964,105,12,0,56,1947,17,220,71,112,36,38,1371,104,4300,433,11,2190,22,2110,857,258,35,1777,2564,"311",1863,4425,921,11
538,129,11,10,10,413,3,0,18,0,17,0,4,4,48,24,11,30,99,4,3467,451,105,0,11,0,147,44,0,1106,132,1491,2361,80,3011,31,1516,213,42,9,33,134,337,5,154,186,87,439,316,1002,0,621,572,133,3,339,19,6590,5,7044,13635,13,937,292,0,0,0,644,18,0,963,100,884,685,0,"Mackay - Isaac - Whitsunday",1073,295,1067,4,508,1576,192,0,2047,0,12,1284,0,770,104,92,3,290,0,307,0,7821,1396,15206,0,834,8521,776,5836,7388,71,297,0,15,427,4,406,26,17,5,4,256,545,821,476,2214,100,216,9513,8,119,20,34,14,9,23,10,321,13,4640,0,606,7,4873,3,166,285,96,3,9,1139,5,9,1031,5193,42,3621,0,3,1145,8,3,2475,187,0,19,25,60,141,1529,5355,10547,310,500,152,928,1785,40,3,0,57,858,9,153,31,80,48,11,233,70,1973,84,4,1035,11,937,688,132,26,1387,651,"312",356,1007,702,11
989,286,13,14,7,704,7,0,43,0,30,0,4,4,45,16,15,32,145,9,5464,413,131,0,13,0,184,55,0,1906,513,3211,3552,163,6381,44,3170,679,55,11,51,196,549,15,385,238,122,749,666,1932,0,1539,1049,298,3,982,23,9148,9,9783,18928,13,1834,621,0,0,0,1208,33,4,2518,118,1013,1260,0,"Moreton Bay - North",1402,401,1107,3,497,1599,653,12,3516,4,15,2282,3,1232,395,253,9,396,0,418,0,10602,2426,20512,0,1041,5755,997,5890,9903,82,245,6,26,399,3,524,44,38,14,0,344,747,1303,495,3725,273,706,13936,22,431,39,55,14,7,11,3,416,33,6869,10,793,20,7074,0,176,373,97,15,4,1461,25,10,1050,7454,46,5696,0,0,1973,0,0,3722,166,0,42,37,87,153,1538,7683,15138,256,482,550,1237,2377,76,11,0,52,1144,11,182,53,86,38,25,727,96,2588,178,13,1351,18,1234,701,149,36,1342,1599,"313",1014,2619,637,15
1161,422,18,9,6,743,4,0,14,0,12,0,4,5,17,10,23,5,104,7,7694,577,49,0,19,0,74,27,0,3068,375,1306,4625,144,2484,18,1176,521,23,9,41,144,95,12,43,132,67,767,503,1480,0,2129,1204,435,0,1596,18,9467,4,10032,19504,8,1411,486,0,0,3,928,24,0,3727,69,455,975,0,"Moreton Bay - South",1371,466,1411,3,836,2241,587,3,3237,0,29,1915,3,1322,303,281,7,421,0,479,0,10452,1964,20316,0,922,3585,910,3426,9865,50,349,3,29,566,3,221,22,33,3,0,317,740,1359,240,3326,293,616,13503,12,319,21,35,10,18,7,0,435,14,6625,0,752,18,6881,0,102,322,51,12,7,1398,9,10,1388,6894,36,7867,3,4,3110,3,3,4753,46,0,25,15,50,215,2211,7157,14048,361,823,389,1526,2881,74,5,0,18,1357,6,83,56,55,9,20,538,36,3000,154,3,1584,4,1421,346,215,17,678,2200,"314",1612,3815,328,15
131,39,4,4,0,89,16,4,59,9,40,4,0,3,50,23,4,26,110,0,990,106,183,0,4,0,281,97,0,321,31,560,666,20,1448,49,893,54,60,16,33,139,2376,19,1506,77,41,121,151,403,0,94,167,49,0,52,4,1855,4,1975,3832,4,267,93,0,0,0,174,8,0,148,42,2019,255,0,"Queensland - Outback",383,118,459,0,228,682,68,0,664,0,4,413,0,247,38,29,0,74,0,153,0,4005,603,7867,0,349,3194,263,2737,3867,261,77,0,7,98,0,992,30,8,4,0,81,153,348,1028,943,46,110,2072,14,61,23,36,5,3,7,3,94,30,1023,0,208,3,1046,0,551,110,289,3,3,497,3,6,405,2077,77,1140,0,0,355,3,0,785,865,0,47,54,131,22,613,2061,4139,77,207,65,275,530,30,9,4,114,255,36,47,25,20,82,6,110,25,1091,44,4,561,5,527,1984,17,12,3961,120,"315",57,182,1975,9
2714,952,22,27,16,1755,7,0,24,0,13,0,12,15,36,25,42,19,217,17,12152,876,76,0,22,0,130,59,0,4408,574,3151,7747,266,5748,50,2596,838,72,19,83,303,198,13,90,256,136,1825,791,2361,0,3127,2803,980,7,2059,37,13219,11,14086,27302,23,2265,750,0,0,0,1511,29,8,5187,118,728,1574,0,"Sunshine Coast",2169,701,2382,9,1065,3449,676,5,4780,3,45,2916,7,1862,380,300,20,581,3,720,3,14749,3021,28644,0,1506,8589,1469,8396,13889,61,515,6,33,842,13,395,59,62,22,6,481,1061,1929,336,4946,316,716,21186,19,398,32,76,13,19,22,8,612,20,10484,16,1108,27,10706,0,130,502,74,13,14,2222,17,10,2320,10930,47,12509,5,5,4515,10,3,7991,110,0,32,28,70,338,3362,11191,22123,535,1046,596,1925,3646,128,13,4,41,1723,16,208,86,91,28,37,872,109,3805,275,9,2014,15,1794,531,329,26,1087,3235,"316",2111,5340,559,7
1347,657,4,7,3,689,0,4,11,4,9,0,5,4,33,17,15,19,126,9,6486,665,80,0,5,3,118,36,0,2678,302,1468,3801,119,2691,44,1224,422,64,23,64,190,222,13,101,123,54,723,451,1206,0,1491,1390,670,3,1057,20,6105,13,6169,12274,8,1129,431,0,0,0,701,20,3,2550,68,746,750,0,"Toowoomba",1028,374,1264,4,733,1994,385,7,2419,3,21,1481,0,940,230,148,14,286,0,382,0,6711,1574,13421,0,686,4056,658,4149,6707,59,404,3,24,649,3,363,26,40,16,3,282,570,986,386,2554,161,423,9795,15,258,18,43,9,12,17,4,307,26,4869,9,610,20,4925,0,116,305,54,7,18,1070,7,9,1217,5307,41,6711,0,11,2756,8,3,3949,120,0,40,19,67,247,1921,5329,10628,421,707,316,820,1610,64,10,0,36,793,7,88,37,39,29,27,438,49,1745,123,11,887,12,857,487,241,21,1024,1533,"317",1097,2635,531,10
1941,770,28,9,10,1166,12,5,52,9,45,4,4,5,47,25,35,30,315,12,10487,675,157,0,21,0,257,100,0,3966,421,1827,6521,157,3729,62,1906,581,104,43,150,464,1345,36,847,222,100,1262,553,1543,0,3232,2065,803,9,2032,30,8370,11,8558,16921,16,1343,470,0,0,3,879,26,3,5266,122,2015,986,0,"Townsville",1421,442,1773,7,957,2735,506,4,3257,0,39,1994,0,1259,242,258,11,383,0,464,0,10086,2175,19918,0,1041,7727,980,6564,9834,141,393,4,26,633,7,1050,83,49,23,8,343,731,1366,963,3536,299,574,13185,14,272,33,115,21,33,39,10,410,30,6413,11,787,24,6777,3,300,375,158,14,29,1505,13,16,1712,7429,109,11004,0,3,4135,12,5,6869,499,0,65,77,183,251,2623,7902,15328,419,911,469,1169,2243,208,10,3,75,1068,21,129,141,72,56,73,637,57,2563,170,5,1342,6,1221,1426,243,22,2768,3385,"318",2116,5496,1345,15
1083,313,12,18,7,765,6,0,38,3,33,3,10,11,54,21,15,31,156,0,4740,435,138,0,12,0,200,60,0,1403,413,3631,3337,177,7271,58,3641,590,69,14,45,204,781,18,499,300,158,820,689,1775,0,835,1150,330,3,448,24,9829,8,10562,20388,20,1615,603,0,0,0,1007,47,3,1281,146,1580,1091,0,"Wide Bay",1594,429,1522,7,514,2037,438,0,3510,0,15,2330,3,1183,260,175,0,384,3,441,3,11865,2491,22915,0,1222,9022,1166,8470,11050,121,269,0,18,407,9,822,48,26,8,8,462,843,1246,758,3738,196,486,15689,28,289,57,64,24,18,17,3,404,24,7643,3,902,4,8047,10,251,504,129,3,15,1659,26,24,1456,8497,72,4967,6,3,1453,11,6,3513,277,0,46,70,139,147,1960,8988,17491,289,501,447,1274,2419,45,4,3,64,1144,11,227,31,122,48,15,634,104,2701,185,6,1425,19,1278,1150,141,36,2224,870,"319",460,1333,1081,16
