two_methods_bus_other_f, two_methods_bus_other_m, two_methods_trn_car_as_drvr_m, two_methods_train_other_p, two_methods_trn_car_as_drvr_p, two_methods_train_other_m, two_methods_train_other_f, two_methods_trn_car_as_drvr_f, one_method_tot_one_method_f, one_method_car_as_passenger_p, one_method_tot_one_method_m, one_method_car_as_passenger_m, three_meth_othr_three_meth_f, one_method_tot_one_method_p, three_meth_othr_three_meth_p, one_method_car_as_passenger_f, three_meth_othr_three_meth_m, tot_f, one_method_ferry_f, one_met_tram_incl_lt_rail_p, three_meth_trn_two_othr_met_f, tot_m, tot_p, three_meth_trn_two_othr_met_m, one_method_walked_only_m, two_methods_train_bus_m, one_method_walked_only_p, two_methods_bus_car_as_drvr_m, three_meth_trn_two_othr_met_p, two_methods_train_bus_f, two_methods_bus_car_as_drvr_p, one_method_walked_only_f, two_methods_train_bus_p, two_methods_bus_car_as_drvr_f, two_mt_trn_trm_incl_lt_rl_m, two_mt_trn_trm_incl_lt_rl_p, two_methods_bus_other_p, two_mt_trn_trm_incl_lt_rl_f, one_method_ferry_p, one_met_tram_incl_lt_rail_f, one_met_tram_incl_lt_rail_m, one_method_ferry_m, worked_home_p, worked_home_m, worked_home_f, did_not_go_to_work_f, two_methods_bus_car_as_pass_f, one_method_truck_m, one_method_bicycle_p, one_method_truck_p, one_method_bicycle_m, one_method_truck_f, did_not_go_to_work_m, did_not_go_to_work_p, one_method_bicycle_f, method_travel_to_work_ns_f, two_methods_tot_two_methods_f, one_method_other_f, two_methods_tot_two_methods_m, two_methods_trn_car_as_pass_f, one_method_car_as_driver_m, two_methods_tot_two_methods_p, one_method_other_p, one_method_car_as_driver_p, one_method_other_m, one_method_car_as_driver_f, two_methods_trn_car_as_pass_p, sa2_main16, two_methods_trn_car_as_pass_m, two_methods_bus_ferry_f, two_methds_othr_two_methds_f, two_methds_othr_two_methds_m, two_methods_train_tot_p, one_method_train_p, two_methods_train_tot_m, two_methods_bus_ferry_p, two_methds_othr_two_methds_p, two_methods_bus_ferry_m, one_method_train_m, one_method_motorbike_scootr_m, sa2_name16, two_methods_train_tot_f, one_method_train_f, one_method_motorbike_scootr_p, one_method_motorbike_scootr_f, two_mth_bu_trm_inc_lt_rl_m, three_meth_tot_three_meth_f, two_methods_bus_tot_p, two_mth_bu_trm_inc_lt_rl_p, method_travel_to_work_ns_m, method_travel_to_work_ns_p, one_method_bus_f, two_methods_bus_tot_m, one_method_bus_p, three_met_bs_2_ot_met_ex_tr_p, two_methods_bus_car_as_pass_p, two_methods_train_ferry_p, one_method_bus_m, two_methods_train_ferry_m, one_method_taxi_f, three_met_bs_2_ot_met_ex_tr_m, two_methods_bus_car_as_pass_m, two_methods_bus_tot_f, one_method_taxi_p, one_method_taxi_m, three_met_bs_2_ot_met_ex_tr_f, two_methods_train_ferry_f, three_meth_tot_three_meth_m, two_mth_bu_trm_inc_lt_rl_f, three_meth_tot_three_meth_p
0,0,54,4,76,4,0,27,1611,192,1877,79,0,3487,0,116,0,2013,0,0,16,2178,4191,16,9,8,24,4,28,0,4,17,8,0,0,0,0,0,0,0,0,0,142,63,80,261,0,19,12,16,13,0,133,395,3,8,44,4,86,9,1653,124,20,3062,18,1409,13,"211011257",3,0,0,11,102,112,64,0,16,0,67,10,"Rowville - North",41,52,10,0,0,14,5,0,10,13,16,3,31,3,4,0,8,0,3,0,3,0,10,6,0,0,13,0,32
0,0,97,0,149,0,0,50,3074,365,3637,154,0,6714,3,206,0,3889,0,0,24,4233,8123,25,29,35,59,3,51,34,8,31,71,3,0,0,0,0,0,0,0,0,273,107,160,482,7,36,16,36,18,0,256,738,0,20,121,15,178,12,3220,299,34,5927,18,2705,21,"211011256",5,0,8,33,244,154,140,0,36,0,86,24,"Rowville - Central",100,64,22,3,0,25,20,0,22,44,45,5,86,0,7,0,45,0,4,0,4,15,8,6,0,0,31,0,56
0,0,66,11,120,5,0,53,4016,386,4817,177,0,8826,0,200,0,5152,0,3,32,5540,10694,27,61,38,123,3,64,48,11,64,89,0,14,30,3,15,0,3,0,0,307,120,183,709,7,68,43,73,38,0,354,1065,6,41,168,8,178,19,4019,351,36,7433,28,3408,30,"211011446",14,0,19,33,281,581,137,0,47,0,314,38,"Boronia",142,264,36,3,0,32,17,0,40,83,42,9,101,0,9,0,60,0,6,0,3,4,22,12,0,0,33,0,61
0,0,38,10,84,6,3,42,2508,234,3009,110,0,5512,0,122,0,3193,0,5,14,3496,6691,21,37,33,71,0,31,27,3,39,60,0,5,12,0,4,4,5,3,4,237,93,145,406,0,43,21,43,17,0,217,615,0,30,99,4,132,13,2539,227,26,4689,14,2153,21,"211011447",14,0,11,31,176,323,94,0,47,0,182,22,"Ferntree Gully (North)",80,141,22,0,0,16,4,0,38,67,43,0,71,0,0,0,30,0,4,0,0,5,3,0,0,0,20,0,35
0,0,58,6,91,6,0,37,2859,314,3464,149,0,6319,0,167,0,3639,0,3,15,3949,7590,18,42,32,86,0,35,19,0,43,50,0,3,6,0,3,0,3,0,0,238,85,154,488,3,52,31,56,22,0,230,717,7,21,105,15,132,18,2952,232,30,5434,12,2482,22,"211011448",8,0,21,30,171,271,93,0,50,0,153,20,"Ferntree Gully (South) - Upper Ferntree Gully",75,114,27,5,0,15,12,0,28,52,21,4,59,0,8,0,39,0,4,0,4,4,10,7,0,0,18,0,35
0,0,93,15,153,13,3,61,3616,349,4384,149,0,7997,3,206,3,4755,0,0,36,5189,9948,31,83,49,168,3,69,45,3,83,94,0,31,53,0,29,0,0,0,0,401,184,222,676,3,46,51,48,36,0,326,1001,11,24,183,4,236,20,3403,418,25,6272,18,2871,37,"211031267",12,0,14,30,360,982,197,0,47,0,571,22,"Ringwood East",164,410,23,4,0,36,10,0,31,59,30,6,65,0,7,0,40,0,3,0,4,5,16,10,0,0,33,0,70
0,0,68,4,129,4,0,54,1713,161,2050,56,0,3760,3,102,0,2304,0,0,17,2515,4821,26,23,61,41,3,38,27,7,17,84,0,3,8,0,3,0,0,0,0,237,106,132,329,0,26,14,24,17,3,148,479,0,11,100,0,161,4,1738,265,10,3215,9,1480,14,"211031268",8,0,5,19,236,231,141,0,26,0,149,20,"Ringwood North",93,82,20,0,0,17,10,0,23,38,24,3,38,0,0,0,19,0,0,0,0,4,0,0,0,0,27,0,44
0,0,17,0,45,0,0,29,794,71,1007,38,0,1807,0,42,0,1070,0,0,7,1170,2245,4,13,5,17,0,11,4,0,8,11,0,0,0,0,0,3,0,0,3,96,30,61,161,3,30,7,30,7,0,75,239,0,4,41,3,34,0,874,80,3,1591,0,718,4,"211011449",3,0,8,9,60,61,28,0,12,0,29,9,"The Basin",35,29,9,0,0,7,10,0,11,15,4,4,9,0,8,0,4,0,0,0,0,3,0,0,0,0,4,0,11
0,0,66,5,100,3,0,36,2697,279,3247,97,0,5943,3,187,0,3616,0,0,25,4028,7642,31,37,54,78,14,56,23,33,33,79,21,5,14,0,6,0,0,0,0,554,256,293,457,8,56,27,56,27,0,253,713,0,21,116,9,197,8,2755,313,29,5004,19,2249,13,"211021261",8,0,11,24,210,213,143,0,40,0,120,19,"Donvale - Park Orchards",68,94,21,0,8,24,67,12,25,53,114,30,235,7,20,0,120,0,0,0,11,35,9,5,3,0,40,0,61
0,0,48,0,64,0,0,17,1816,168,2313,67,0,4130,0,99,0,2441,0,0,7,2783,5225,15,39,3,91,22,14,4,36,49,12,13,0,0,3,0,0,0,0,0,418,160,261,279,8,46,12,46,12,0,178,456,3,15,62,12,102,0,2003,168,23,3565,13,1555,0,"211021262",0,0,16,27,79,85,52,0,45,0,45,15,"Warrandyte - Wonga Park",29,40,15,0,3,5,45,3,18,28,58,23,118,3,10,0,64,0,3,0,0,22,7,4,0,0,13,0,21
0,0,21,0,35,0,0,11,1615,268,2187,110,0,3799,0,154,0,1981,0,0,15,2473,4455,25,19,7,41,4,34,24,3,18,31,3,4,6,0,5,3,0,0,3,121,35,84,199,0,33,11,33,11,0,126,324,0,19,46,7,65,6,1848,117,27,3127,17,1276,10,"212021297",3,0,4,23,78,230,38,0,23,0,104,11,"Hallam",41,123,8,0,0,15,14,0,36,52,27,7,42,0,4,0,19,0,4,0,7,4,8,12,0,0,22,0,35
0,0,63,6,103,4,3,38,2823,265,3168,132,0,5991,0,132,0,3615,3,0,41,3689,7306,23,46,39,86,3,64,39,6,40,73,3,11,21,3,7,8,0,0,4,219,92,121,460,4,44,25,44,18,0,216,680,3,32,131,5,156,22,2601,287,27,4997,24,2390,32,"211031450",9,0,17,25,233,453,124,0,41,0,240,19,"Croydon - East",110,209,20,0,0,44,12,0,37,67,29,4,58,0,3,0,34,0,4,0,0,6,11,7,0,0,23,0,66
0,0,58,7,110,8,0,51,2328,255,2630,116,0,4961,3,138,3,3029,0,0,23,3144,6179,23,41,40,77,3,48,21,3,38,65,0,7,9,4,10,0,0,0,0,284,117,169,373,5,33,22,34,16,0,211,584,0,29,113,3,133,16,2145,246,18,4081,15,1933,24,"211031451",10,0,11,13,211,388,115,0,21,0,215,15,"Croydon - West",93,173,16,0,0,27,15,0,36,59,27,3,58,0,4,0,27,0,3,0,4,5,14,6,3,0,23,0,52
0,0,65,8,105,3,3,45,1682,191,1983,67,0,3661,0,124,0,2279,0,7,40,2493,4772,38,47,98,93,0,86,51,3,47,153,0,14,14,0,8,0,3,3,0,202,92,111,274,3,17,19,17,18,0,160,436,3,12,147,8,204,17,1601,352,13,2926,9,1322,33,"211041269",10,0,13,8,313,298,189,0,22,0,171,13,"Forest Hill",121,128,13,0,8,50,23,13,16,33,38,10,79,3,7,0,37,0,3,0,0,13,7,4,3,0,38,6,87
0,0,81,27,125,23,5,44,3009,263,3483,99,0,6489,10,162,7,3959,0,11,30,4233,8196,46,62,66,130,0,80,54,0,68,125,0,51,89,0,41,0,7,3,0,336,157,177,531,5,30,55,26,44,3,248,779,14,24,190,20,259,18,2476,444,28,4655,17,2179,21,"211041270",5,0,14,33,387,1182,221,0,48,0,675,32,"Mitcham (Vic.)",165,510,32,3,0,36,10,3,37,60,44,3,93,0,7,0,48,0,0,0,4,7,9,6,0,0,55,0,83
0,0,21,0,37,0,0,8,1376,162,1806,73,0,3181,0,88,0,1804,0,0,3,2116,3919,5,15,3,22,0,8,0,0,7,3,0,0,0,0,0,0,0,0,0,287,107,179,209,0,92,3,95,4,3,118,327,3,18,25,8,52,0,1568,79,17,2787,7,1218,4,"212021299",3,0,7,18,44,79,34,0,30,0,40,10,"Narre Warren North",13,40,10,0,0,3,3,0,19,40,7,0,11,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,8
0,0,74,3,126,3,0,51,2204,242,2785,114,0,4988,7,126,3,2876,0,0,22,3272,6139,30,49,31,81,0,54,18,0,26,51,3,4,3,0,0,0,0,0,0,169,65,102,413,10,51,32,51,30,0,222,635,0,22,102,9,136,12,2380,234,25,4309,14,1926,19,"211031263",5,0,7,16,200,190,112,0,28,0,101,9,"Bayswater North",83,87,13,0,0,23,14,0,35,56,18,0,47,0,8,0,32,0,4,0,3,13,4,3,0,0,29,0,56
0,0,40,3,63,0,0,24,1874,151,2266,73,0,4138,0,83,0,2512,0,0,16,2732,5241,9,46,12,87,0,25,8,0,38,22,0,6,14,0,5,0,0,0,0,336,149,190,352,0,51,13,51,13,0,180,528,0,18,65,9,92,10,1892,163,25,3496,15,1605,21,"211051274",11,0,9,25,122,255,71,0,33,0,144,25,"Belgrave - Selby",51,116,27,0,0,17,7,0,32,53,18,0,36,0,7,0,20,0,0,0,0,0,4,4,0,0,9,0,30
0,0,75,4,109,0,0,31,1746,166,2037,70,0,3789,3,100,3,2326,0,5,28,2566,4894,40,24,82,50,0,64,34,3,26,112,0,3,12,0,7,0,3,0,0,221,110,119,313,3,16,19,16,14,0,153,471,3,16,101,3,198,13,1679,301,16,3135,17,1460,27,"211041272",16,0,5,14,267,327,176,0,24,0,191,11,"Vermont",86,137,12,0,3,28,15,7,23,41,20,9,34,0,3,0,14,0,3,0,0,8,4,3,0,0,41,3,68
0,0,81,0,128,3,0,48,1915,220,2243,69,0,4160,3,154,0,2530,0,49,28,2755,5289,34,30,43,54,0,64,23,0,27,72,0,3,10,0,9,0,17,31,0,240,113,130,319,0,28,28,28,27,0,166,489,0,15,122,7,168,19,1858,285,23,3432,19,1572,26,"211041273",3,0,17,21,234,232,141,0,30,0,126,11,"Vermont South",100,107,12,0,5,36,16,13,24,39,30,6,66,7,3,0,30,0,3,3,3,7,12,10,6,0,38,3,78
0,0,68,5,128,5,0,54,3453,365,4176,174,0,7626,3,195,3,4462,0,0,24,4864,9332,21,73,27,136,0,43,19,3,64,44,0,9,10,0,3,4,0,0,0,390,148,242,599,11,101,17,104,13,4,321,914,3,27,119,3,158,18,3566,282,30,6589,20,3024,26,"211051278",4,0,16,34,214,301,121,0,44,0,173,16,"Lilydale - Coldstream",91,129,16,0,0,24,17,0,36,71,33,4,57,0,18,0,32,0,0,0,9,10,4,4,0,0,27,0,48
0,0,17,0,27,0,0,9,933,108,1224,49,0,2155,4,62,4,1282,0,0,4,1499,2785,3,47,7,77,0,5,3,0,35,11,0,0,0,0,0,0,0,0,0,265,118,143,182,0,34,3,34,3,0,89,273,0,10,24,4,44,0,1063,67,13,1875,9,817,0,"211051279",0,0,7,19,39,31,25,0,25,0,16,7,"Monbulk - Silvan",14,14,7,0,0,4,0,0,10,22,7,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,11
0,0,59,0,92,0,0,33,1963,238,2588,115,0,4554,0,123,0,2426,0,0,18,2964,5384,12,11,13,27,0,28,22,3,8,29,0,3,3,0,3,0,0,0,0,183,75,104,248,3,56,5,56,5,0,152,400,0,15,82,9,98,12,2283,182,25,4026,9,1745,13,"212021453",3,0,8,18,141,129,71,0,28,0,77,6,"Endeavour Hills - North",72,50,6,0,0,18,6,0,29,45,16,0,32,0,4,0,13,0,4,0,0,6,11,5,0,0,12,0,29
0,0,52,21,88,18,0,36,2001,212,2471,82,0,4467,5,126,0,2638,0,3,21,2967,5602,28,39,44,84,5,52,31,6,43,74,4,25,38,0,21,0,0,3,0,235,105,130,348,0,30,39,30,28,0,176,526,10,17,112,9,165,17,1784,283,15,3240,9,1451,21,"211041271",7,0,8,15,242,704,146,0,29,0,409,15,"Nunawading",101,299,20,3,0,26,10,0,19,38,52,5,118,3,0,0,60,0,4,0,0,4,8,6,0,0,26,0,57
0,0,43,0,68,0,0,26,1800,204,2317,113,0,4118,0,96,0,2371,0,3,14,2670,5040,14,16,16,38,0,28,5,0,22,19,0,3,3,0,0,3,0,3,3,204,74,132,354,0,39,6,39,6,0,172,529,0,21,50,0,81,5,2006,134,12,3605,10,1602,15,"211051275",4,0,14,17,107,158,68,0,23,0,97,10,"Chirnside Park",38,60,15,0,0,14,5,0,8,25,21,4,38,0,4,0,18,0,0,0,4,0,7,7,0,0,14,0,30
0,0,44,0,79,0,0,34,2168,228,2700,123,0,4864,0,107,0,3019,0,0,11,3316,6333,18,82,11,167,0,25,7,0,83,14,0,0,5,0,0,0,0,0,0,441,177,262,473,0,84,21,88,17,0,297,771,4,53,55,11,73,3,2313,126,29,4238,18,1928,6,"211051276",0,0,9,16,98,45,51,0,20,0,27,12,"Healesville - Yarra Glen",45,23,16,0,0,11,6,0,57,111,15,3,33,0,4,0,16,0,3,0,3,3,3,0,0,0,15,0,28
0,0,31,0,57,0,0,24,1603,157,1960,97,0,3568,0,58,0,2052,0,0,10,2240,4292,17,29,20,56,0,23,11,0,26,30,0,4,3,0,3,0,0,0,0,152,51,107,262,0,44,15,44,10,0,113,376,3,17,55,3,80,6,1674,138,13,3119,12,1440,10,"211051277",9,0,13,22,101,111,59,0,34,0,65,15,"Kilsyth",40,49,16,0,0,8,3,0,18,39,17,0,37,0,0,0,14,0,0,0,0,0,3,3,0,0,17,0,25
0,0,34,0,53,0,0,19,1213,148,1527,77,0,2736,0,69,0,1608,0,0,4,1777,3383,6,12,9,31,0,14,7,3,16,15,0,0,0,0,0,0,0,0,0,171,57,117,220,0,31,8,31,3,0,123,342,0,11,42,6,58,3,1329,98,10,2403,5,1076,8,"211051280",3,0,7,8,83,79,48,0,11,0,47,7,"Montrose",32,35,7,0,0,4,6,0,6,19,9,3,25,0,3,0,10,0,0,0,0,3,0,0,0,0,6,0,14
0,0,83,14,138,11,0,58,4147,439,5066,216,0,9216,7,220,7,5311,0,0,28,5874,11182,30,36,39,70,6,63,38,9,34,77,3,21,29,0,11,4,0,0,3,382,142,240,714,4,86,13,90,13,3,370,1085,3,31,150,12,211,14,4314,355,26,7912,22,3599,24,"211051281",13,0,21,37,288,582,165,0,63,0,330,27,"Mooroolbark",115,252,28,0,0,28,9,0,42,66,23,6,48,3,3,0,24,0,0,3,3,6,6,5,0,0,41,0,67
0,0,78,3,126,3,0,50,1690,150,2011,53,0,3695,3,93,3,2355,0,3,20,2585,4940,32,40,32,77,0,47,13,0,36,48,0,0,4,0,4,4,3,0,4,393,184,211,330,0,29,11,29,13,0,207,536,0,18,90,16,126,8,1733,222,31,3196,9,1463,15,"211051282",5,0,13,10,189,143,112,0,24,0,83,22,"Mount Dandenong - Olinda",75,63,25,3,0,20,9,0,27,48,11,8,23,0,8,0,14,0,0,0,8,3,0,3,0,0,33,0,49
0,0,49,3,84,3,0,31,2540,361,3478,146,0,6019,3,210,0,3226,0,5,35,3926,7151,22,13,19,45,3,63,35,3,32,59,0,10,23,0,12,0,3,3,0,210,68,144,354,3,56,5,56,3,4,198,556,3,27,124,8,125,24,2876,250,26,4848,20,1972,30,"212031306",6,0,19,34,193,607,92,0,47,0,311,16,"Lynbrook - Lyndhurst",104,291,18,0,0,34,10,0,32,58,17,5,31,0,5,0,14,0,3,0,0,4,15,13,0,0,27,0,64
0,0,12,0,24,0,0,14,1401,133,1767,68,0,3167,0,63,0,1852,0,0,6,2053,3906,5,30,0,64,0,10,0,0,30,0,0,0,0,0,0,0,0,0,0,222,77,146,261,0,79,3,86,3,4,133,392,0,23,16,3,41,3,1541,63,16,2824,14,1286,3,"212031308",0,0,0,24,27,25,15,0,26,0,13,9,"Pearcedale - Tooradin",15,13,13,0,0,6,5,0,27,52,4,6,7,0,3,0,5,0,0,0,6,3,3,0,0,0,7,0,14
0,0,27,8,73,8,0,38,3196,382,4048,206,3,7245,3,179,3,4017,0,0,23,4576,8590,38,34,29,60,0,66,24,0,26,57,0,6,12,0,3,0,0,0,0,251,75,180,497,3,84,9,88,8,0,250,749,3,26,99,11,117,5,3484,218,32,6296,19,2813,11,"212011291",3,0,19,32,157,304,79,0,53,0,174,34,"Pakenham - North",78,135,37,3,0,31,7,0,34,56,14,5,27,3,3,0,11,0,3,0,4,3,12,4,0,0,40,0,70
0,0,4,0,14,0,0,8,1167,139,1586,77,0,2751,0,58,0,1608,0,0,3,1933,3541,3,46,0,90,0,6,3,0,46,3,0,0,0,0,0,0,0,0,0,312,155,159,245,0,72,9,80,3,3,140,380,4,28,13,6,24,0,1351,34,16,2383,4,1033,3,"212011290",4,0,0,9,24,11,11,0,12,0,14,15,"Koo Wee Rup",8,3,14,0,0,5,0,0,33,55,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,6
0,0,41,5,78,3,0,30,1781,203,2305,107,0,4092,0,93,0,2353,0,0,11,2673,5023,16,28,14,49,0,29,10,0,28,21,0,0,0,0,0,3,0,0,0,228,76,151,333,0,79,6,76,8,0,154,487,3,16,56,7,91,3,1988,148,11,3578,3,1587,8,"211051283",3,0,4,25,113,108,63,0,35,0,58,11,"Mount Evelyn",50,53,11,0,0,11,7,0,21,42,18,3,38,0,0,0,18,0,0,0,3,0,0,0,0,0,16,0,29
0,0,70,0,98,0,0,30,2258,310,2938,149,0,5198,0,163,0,2769,0,0,26,3369,6136,27,13,23,37,0,46,18,3,19,48,3,0,8,0,8,0,0,0,0,175,74,102,276,3,50,8,50,3,0,173,452,0,21,93,9,119,11,2570,207,33,4500,21,1938,15,"212021454",3,0,14,15,167,205,93,0,30,0,109,7,"Endeavour Hills - South",74,96,8,0,0,26,12,0,37,52,25,3,32,0,3,0,11,0,0,0,0,4,10,10,0,0,26,0,49
0,0,37,10,63,10,0,31,1958,155,2252,69,0,4211,0,89,0,2554,0,0,14,2669,5217,10,30,15,62,0,24,13,0,36,21,0,10,10,0,3,3,0,0,0,255,109,146,361,3,31,14,35,18,0,185,555,0,16,56,3,97,6,1866,155,17,3543,10,1677,9,"211051284",9,0,7,26,123,333,71,0,30,0,195,21,"Upwey - Tecoma",48,142,19,0,0,14,3,0,14,22,8,0,19,0,3,0,9,0,0,0,0,3,0,0,0,0,10,0,24
0,0,20,0,40,0,0,22,1389,147,1818,88,0,3210,0,60,0,1876,0,0,3,2136,4010,13,40,3,80,0,18,7,0,35,5,0,0,0,0,0,0,0,0,0,268,107,156,276,0,88,0,88,0,0,127,406,0,13,37,4,43,3,1547,78,11,2809,8,1263,6,"211051285",0,0,3,17,54,43,22,0,18,0,22,5,"Wandin - Seville",29,19,9,0,0,3,4,0,22,35,6,3,23,0,5,0,10,0,0,0,3,3,0,0,0,0,13,0,19
0,0,43,0,75,0,0,31,2448,248,3286,139,0,5735,0,110,0,3331,0,0,13,3918,7249,8,76,15,132,3,21,13,4,63,22,0,0,0,0,0,0,0,0,0,374,159,214,525,6,99,12,95,8,0,297,825,7,71,59,18,108,3,2873,167,38,5088,27,2216,6,"211051286",0,0,8,42,103,31,55,0,52,0,12,20,"Yarra Valley",48,19,20,0,0,13,15,0,66,136,20,10,50,0,11,0,31,0,0,0,3,8,4,4,0,0,11,0,20
0,0,49,12,75,8,3,29,2648,313,3201,157,0,5851,3,153,3,3355,0,0,10,3693,7053,15,43,13,72,0,27,15,0,30,28,0,8,14,0,7,0,0,0,0,298,108,189,399,5,64,9,64,5,0,217,614,4,28,76,12,121,15,2720,196,31,5012,17,2292,23,"212011287",10,0,11,36,150,312,80,0,44,0,177,7,"Beaconsfield - Officer",62,139,10,0,0,10,7,0,36,65,11,3,22,0,9,0,11,0,0,0,4,5,4,0,0,0,19,0,30
0,0,9,0,25,0,0,18,1395,132,1850,65,0,3251,0,70,3,1950,0,4,4,2245,4191,5,54,8,96,0,13,5,0,40,8,0,0,0,0,0,0,3,0,0,359,161,196,284,0,99,3,104,4,5,149,428,3,37,26,9,41,3,1562,67,18,2784,10,1221,8,"212011288",3,0,4,20,49,87,23,0,18,0,45,14,"Bunyip - Garfield",23,45,13,0,0,7,0,0,32,67,7,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,20
0,0,51,0,92,0,0,37,3162,309,4146,155,0,7312,3,159,0,4252,0,0,19,4862,9111,11,71,14,136,3,34,4,7,63,14,3,4,6,0,0,0,0,0,0,579,217,365,591,0,117,6,116,5,3,320,911,4,45,61,17,104,4,3672,172,41,6550,24,2870,11,"212011289",6,0,7,29,120,90,74,0,36,0,57,23,"Emerald - Cockatoo",53,35,22,0,0,20,12,0,56,99,12,8,27,0,3,0,20,0,3,0,3,4,4,4,0,0,14,0,38
0,0,52,10,84,10,0,37,4553,566,5922,288,0,10480,0,277,0,5807,0,3,40,6740,12545,37,49,63,124,0,75,49,3,79,109,4,12,24,0,9,0,0,3,0,400,125,279,756,0,87,34,91,25,3,406,1163,8,49,128,21,191,10,5028,318,60,8931,37,3905,20,"212011292",5,0,18,46,249,566,147,0,65,0,321,35,"Pakenham - South",104,241,43,3,0,40,8,0,55,108,19,4,42,0,6,0,20,0,3,0,3,8,15,16,0,0,35,0,80
0,0,71,3,112,3,0,42,4181,429,4899,195,0,9073,4,232,4,5326,0,3,22,5697,11022,30,49,38,100,0,49,30,3,54,76,0,0,6,0,6,4,4,0,3,519,199,322,638,0,84,14,87,15,3,366,998,3,48,115,14,164,22,4220,280,31,7888,23,3667,29,"212021293",11,0,10,36,229,433,124,0,42,0,252,28,"Berwick - North",105,175,29,0,0,22,11,0,42,92,25,4,44,0,9,0,21,0,3,0,4,5,11,3,0,0,33,0,54
0,0,121,7,181,7,3,60,4564,596,5847,263,0,10407,0,336,0,5860,0,3,48,6768,12630,59,28,62,75,3,106,32,3,47,92,0,9,12,0,6,3,0,3,0,552,198,351,722,4,74,6,77,10,3,367,1085,0,27,138,25,255,20,4999,400,65,8867,42,3871,30,"212021294",13,0,23,40,322,624,205,0,61,0,371,29,"Berwick - South",116,255,34,5,0,48,17,0,45,73,21,12,45,0,11,0,23,0,3,0,5,4,13,6,0,0,59,0,106
0,0,22,3,41,3,0,15,1109,227,2135,129,0,3244,3,104,0,1370,0,0,18,2449,3819,16,17,21,33,0,35,23,0,18,41,0,0,8,3,3,0,0,0,0,70,36,34,116,7,41,10,45,10,3,126,240,0,25,60,8,67,3,1813,130,16,2689,9,872,8,"212021295",0,0,12,20,93,112,47,0,25,0,62,8,"Doveton",43,50,8,0,0,16,11,0,65,96,54,0,88,0,7,0,37,0,4,0,0,3,7,7,0,0,18,0,36
0,0,50,3,68,0,3,20,2404,294,3174,140,0,5577,0,154,0,3026,0,0,23,3622,6648,34,12,21,35,5,57,6,4,19,33,0,4,6,0,3,0,0,0,0,206,77,129,380,3,57,10,57,3,0,191,567,0,29,63,10,116,10,2770,175,27,4875,18,2105,16,"212021455",3,0,11,29,125,208,80,0,40,0,130,26,"Narre Warren - North East",46,80,27,5,0,23,7,0,37,67,28,5,37,0,6,0,11,0,4,0,0,8,6,4,0,0,33,0,58
0,0,47,3,81,0,0,34,2262,310,3144,141,0,5403,0,172,0,2800,0,0,24,3566,6365,29,29,34,65,6,46,39,5,38,71,0,10,12,0,8,4,0,0,4,145,47,95,280,5,50,7,50,7,0,192,468,0,21,116,6,124,9,2672,245,29,4531,24,1860,14,"212021456",3,0,16,25,190,317,98,0,39,0,173,15,"Narre Warren - South West",97,142,11,3,0,24,15,0,28,55,38,6,63,0,5,0,28,0,4,0,0,4,8,9,0,0,28,0,51
0,0,66,3,108,0,3,42,3401,474,4551,207,0,7956,3,263,3,4234,3,0,26,5103,9343,25,26,22,51,3,56,22,9,27,51,3,4,14,0,8,3,0,0,0,242,83,164,498,4,71,6,71,8,0,249,748,0,25,120,15,146,24,3907,267,46,6805,36,2889,26,"212031302",8,0,18,34,202,404,107,0,50,0,236,27,"Cranbourne North",98,169,27,0,0,32,14,0,42,70,33,3,51,0,4,0,20,0,3,0,0,13,12,8,0,0,28,0,62
0,0,26,0,38,0,0,9,1603,151,2105,70,0,3710,3,84,0,2094,0,0,0,2415,4509,3,40,0,70,0,5,3,0,31,0,0,0,0,0,0,0,0,0,0,291,101,187,254,0,119,6,122,6,3,118,377,0,22,24,10,54,3,1815,82,24,3254,9,1442,3,"212031303",4,0,12,23,46,62,29,0,37,0,37,8,"Cranbourne South",16,25,6,0,0,4,0,0,20,43,3,0,9,3,0,0,6,0,0,3,0,0,3,3,0,0,5,0,9
0,0,51,11,78,11,0,26,2567,359,3612,162,0,6183,3,197,3,3214,0,0,35,4044,7257,19,28,33,48,3,57,27,3,16,59,0,0,3,0,3,3,0,0,0,142,47,97,395,3,64,7,64,7,0,194,588,0,28,87,7,131,15,3122,215,35,5293,28,2172,17,"212031304",6,0,14,30,163,291,99,0,42,0,149,21,"Cranbourne West",70,145,25,0,0,40,7,0,40,68,18,4,35,0,7,0,17,0,6,0,0,3,17,13,0,0,27,0,58
0,0,50,0,108,0,0,56,3594,708,5497,333,0,9095,3,370,0,4455,0,0,61,6152,10605,39,45,49,79,4,99,42,8,41,94,6,5,12,0,8,0,0,0,0,197,60,143,441,13,89,18,99,15,3,321,764,3,48,165,11,166,28,4649,335,69,7523,54,2867,32,"212031305",10,0,20,36,246,414,116,0,61,0,210,29,"Hampton Park - Lynbrook",128,203,29,0,0,59,26,0,62,109,82,9,137,3,17,0,56,0,4,3,5,14,19,17,0,0,39,0,102
